"payment_id";"guest_id";"room_number";"payment_amount";"payment_date";"payment_type"
"P004013";"G03771";217;28.29;"2026-05-01";"Card"
"P004014";"G03772";527;27.2;"2026-04-06";"Card"
"P004015";"G03773";233;45.95;"2026-02-12";"Stripe"
"P004016";"G03773";233;72.38;"2026-02-14";"Stripe"
"P004017";"G03774";402;158.24;"2026-03-26";"Card"
"P004018";"G03775";111;36.71;"2026-05-31";"Card"
"P004019";"G03776";308;115.64;"2026-05-01";"Card"
"P004020";"G03778";311;20.44;"2026-06-27";"Stripe"
"P004021";"G03778";311;58.79;"2026-06-27";"Card"
"P004022";"G03779";517;9.88;"2026-06-11";"Card"
"P004023";"G03779";517;10.34;"2026-06-12";"Card"
"P004024";"G03780";329;201.24;"2026-05-23";"Card"
"P004025";"G03781";303;98.47;"2026-05-22";"Card"
"P004026";"G03782";108;96.92;"2026-02-08";"Stripe"
"P004027";"G03782";108;75.97;"2026-02-01";"Card"
"P004028";"G03783";529;287.91;"2026-04-13";"Stripe"
"P004029";"G03784";309;230.31;"2026-05-18";"Cash"
"P004030";"G03785";130;291.53;"2026-06-20";"Card"
"P004031";"G03787";312;40.48;"2026-04-18";"Stripe"
"P004032";"G03788";215;21.1;"2026-05-08";"Card"
"P004033";"G03789";128;40.69;"2026-01-11";"Card"
"P004034";"G03789";128;47.29;"2026-01-07";"Stripe"
"P004035";"G03790";421;41.2;"2026-03-28";"Card"
"P004036";"G03790";421;15.08;"2026-03-28";"Stripe"
"P004037";"G03790";421;10.13;"2026-03-28";"Cash"
"P004038";"G03791";307;20.4;"2026-05-01";"Card"
"P004039";"G03792";411;131.88;"2026-02-26";"Stripe"
"P004040";"G03793";222;220.48;"2026-06-17";"Stripe"
"P004041";"G03794";131;267.46;"2026-01-03";"Card"
"P004042";"G03795";205;255.29;"2026-05-19";"Card"
"P004043";"G03796";223;50.7;"2026-03-12";"Cash"
"P004044";"G03797";217;1.24;"2026-05-14";"Cash"
"P004045";"G03798";420;27.08;"2026-06-02";"Card"
"P004046";"G03799";313;24.93;"2026-06-04";"Cash"
"P004047";"G03800";109;151.62;"2026-01-18";"Card"
"P004048";"G03801";502;257.38;"2026-03-12";"Stripe"
"P004049";"G03802";425;109.92;"2026-06-14";"Card"
"P004050";"G03803";330;64.71;"2026-03-13";"Card"
"P004051";"G03804";533;71.51;"2026-05-27";"Stripe"
"P004052";"G03804";533;67.67;"2026-05-24";"Card"
"P004053";"G03805";112;72.9;"2026-03-30";"Card"
"P004054";"G03807";427;132.92;"2026-01-05";"Card"
"P004055";"G03808";229;77.16;"2026-03-26";"Card"
"P004056";"G03808";229;82.93;"2026-03-26";"Card"
"P004057";"G03809";305;136.8;"2026-02-27";"Card"
"P004058";"G03810";131;71.49;"2026-02-10";"Card"
"P004059";"G03811";201;139.99;"2026-01-12";"Stripe"
"P004060";"G03812";218;104.13;"2026-06-06";"Cash"
"P004061";"G03813";119;39.42;"2026-02-05";"Card"
"P004062";"G03814";132;45.09;"2026-05-28";"Stripe"
"P004063";"G03814";132;99.39;"2026-05-24";"Stripe"
"P004064";"G03815";325;49.44;"2026-05-28";"Cash"
"P004065";"G03815";325;128.66;"2026-05-28";"Stripe"
"P004066";"G03816";501;18.53;"2026-04-06";"Stripe"
"P004067";"G03817";504;344.4;"2026-03-04";"Card"
"P004068";"G03818";210;136.66;"2026-03-03";"Cash"
"P004069";"G03819";422;39.23;"2026-02-21";"Card"
"P004070";"G03819";422;38.86;"2026-02-21";"Stripe"
"P004071";"G03820";110;14.4;"2026-02-25";"Card"
"P004072";"G03820";110;15.13;"2026-02-25";"Card"
"P004073";"G03821";307;92.54;"2026-02-01";"Card"
"P004074";"G03822";507;143.45;"2026-01-16";"Stripe"
"P004075";"G03823";101;37.59;"2026-04-14";"Card"
"P004076";"G03823";101;29.46;"2026-04-14";"Card"
"P004077";"G03824";410;129.7;"2026-06-19";"Card"
"P004078";"G03825";332;166.46;"2026-03-23";"Card"
"P004079";"G03826";233;90.16;"2026-01-10";"Card"
"P004080";"G03827";109;125.43;"2026-05-05";"Stripe"
"P004081";"G03829";116;142.88;"2026-05-31";"Stripe"
"P004082";"G03830";220;13.34;"2026-03-28";"Stripe"
"P004083";"G03831";128;171.32;"2026-02-25";"Card"
"P004084";"G03832";132;107.9;"2026-01-21";"Card"
"P004085";"G03833";317;42.44;"2026-02-22";"Stripe"
"P004086";"G03834";313;164.33;"2026-06-17";"Cash"
"P004087";"G03835";130;138.97;"2026-05-30";"Stripe"
"P004088";"G03837";404;91.37;"2026-03-14";"Card"
"P004089";"G03838";210;14.36;"2026-03-31";"Card"
"P004090";"G03838";210;22.91;"2026-03-30";"Stripe"
"P004091";"G03839";133;0.1;"2026-06-22";"Card"
"P004092";"G03839";133;0.21;"2026-06-24";"Card"
"P004093";"G03841";416;4.15;"2026-05-15";"Card"
"P004094";"G03841";416;8.63;"2026-05-15";"Cash"
"P004095";"G03843";324;14.69;"2026-04-25";"Stripe"
"P004096";"G03844";105;51.4;"2026-05-12";"Card"
"P004097";"G03845";222;130.16;"2026-03-16";"Card"
"P004098";"G03845";222;70.45;"2026-03-16";"Card"
"P004099";"G03846";125;92.55;"2026-01-19";"Card"
"P004100";"G03847";412;369.12;"2026-01-11";"Card"
"P004101";"G03848";324;285.42;"2026-03-19";"Card"
"P004102";"G03849";409;154.24;"2026-03-07";"Card"
"P004103";"G03850";305;122.26;"2026-04-14";"Card"
"P004104";"G03851";411;22.74;"2026-06-25";"Card"
"P004105";"G03852";407;126.84;"2026-04-14";"Stripe"
"P004106";"G03853";230;76.85;"2026-04-12";"Card"
"P004107";"G03854";305;41.66;"2026-02-16";"Card"
"P004108";"G03854";305;115.56;"2026-02-16";"Card"
"P004109";"G03855";322;175.49;"2026-04-08";"Card"
"P004110";"G03856";507;50.16;"2026-01-22";"Card"
"P004111";"G03857";205;400.66;"2026-06-23";"Card"
"P004112";"G03859";106;106.1;"2026-02-05";"Stripe"
"P004113";"G03860";331;332.05;"2026-01-09";"Card"
"P004114";"G03861";306;120.3;"2026-01-21";"Card"
"P004115";"G03863";329;57.89;"2026-04-09";"Card"
"P004116";"G03863";329;141.43;"2026-04-09";"Card"
"P004117";"G03864";407;32.63;"2026-02-24";"Card"
"P004118";"G03865";208;182.55;"2026-03-09";"Card"
"P004119";"G03866";410;102.15;"2026-04-10";"Card"
"P004120";"G03869";317;16.68;"2026-04-12";"Card"
"P004121";"G03869";317;48.59;"2026-04-12";"Card"
"P004122";"G03871";406;198.54;"2026-02-19";"Card"
"P004123";"G03872";212;193.87;"2026-02-01";"Card"
"P004124";"G03873";401;49.61;"2026-06-28";"Cash"
"P004125";"G03874";530;73.1;"2026-05-31";"Card"
"P004126";"G03875";525;297.94;"2026-02-12";"Stripe"
"P004127";"G03876";122;0.68;"2026-01-06";"Card"
"P004128";"G03877";126;79.64;"2026-06-18";"Card"
"P004129";"G03878";502;29.47;"2026-05-09";"Stripe"
"P004130";"G03879";409;38.6;"2026-06-05";"Card"
"P004131";"G03879";409;23.86;"2026-06-03";"Card"
"P004132";"G03880";223;12.26;"2026-01-07";"Card"
"P004133";"G03880";223;34.23;"2026-01-07";"Card"
"P004134";"G03881";412;119.71;"2026-04-11";"Card"
"P004135";"G03883";201;75.87;"2026-04-07";"Card"
"P004136";"G03884";305;96.1;"2026-04-30";"Card"
"P004137";"G03886";115;61.35;"2026-01-11";"Stripe"
"P004138";"G03887";434;1.34;"2026-01-21";"Card"
"P004139";"G03889";429;121.67;"2026-03-07";"Cash"
"P004140";"G03889";429;89.05;"2026-03-07";"Card"
"P004141";"G03890";431;158.54;"2026-06-05";"Cash"
"P004142";"G03891";126;140.91;"2026-05-01";"Card"
"P004143";"G03892";503;133.93;"2026-01-10";"Card"
"P004144";"G03893";319;209.96;"2026-04-07";"Card"
"P004145";"G03893";319;171.96;"2026-04-07";"Card"
"P004146";"G03894";127;156.44;"2026-01-05";"Stripe"
"P004147";"G03895";514;127.48;"2026-05-13";"Card"
"P004148";"G03896";502;94.76;"2026-01-14";"Card"
"P004149";"G03898";429;94.58;"2026-01-30";"Cash"
"P004150";"G03899";324;31.08;"2026-01-28";"Card"
"P004151";"G03900";224;94.14;"2026-03-25";"Card"
"P004152";"G03901";517;33.19;"2026-02-10";"Card"
"P004153";"G03902";513;315.52;"2026-03-02";"Cash"
"P004154";"G03903";334;101.99;"2026-05-26";"Stripe"
"P004155";"G03904";105;192.51;"2026-01-12";"Card"
"P004156";"G03905";433;77.17;"2026-03-19";"Card"
"P004157";"G03906";403;216.71;"2026-02-04";"Stripe"
"P004158";"G03907";423;27.81;"2026-02-24";"Card"
"P004159";"G03909";327;106.65;"2026-02-28";"Cash"
"P004160";"G03911";208;143.71;"2026-02-11";"Card"
"P004161";"G03912";319;59.46;"2026-05-15";"Card"
"P004162";"G03913";119;117.02;"2026-01-21";"Card"
"P004163";"G03913";119;124.23;"2026-01-21";"Stripe"
"P004164";"G03914";234;167.34;"2026-03-06";"Card"
"P004165";"G03915";425;31.23;"2026-06-16";"Card"
"P004166";"G03915";425;16.24;"2026-06-19";"Card"
"P004167";"G03915";425;13.9;"2026-06-19";"Card"
"P004168";"G03916";113;48.42;"2026-01-29";"Stripe"
"P004169";"G03916";113;64.29;"2026-01-29";"Card"
"P004170";"G03917";307;35.22;"2026-02-19";"Card"
"P004171";"G03918";301;28.42;"2026-01-15";"Stripe"
"P004172";"G03918";301;25.93;"2026-01-22";"Card"
"P004173";"G03918";301;31.0;"2026-01-22";"Card"
"P004174";"G03919";425;17.32;"2026-04-04";"Card"
"P004175";"G03920";424;333.79;"2026-06-20";"Card"
"P004176";"G03922";320;195.45;"2026-01-21";"Card"
"P004177";"G03923";413;56.23;"2026-03-20";"Card"
"P004178";"G03924";214;65.11;"2026-04-17";"Stripe"
"P004179";"G03925";327;335.23;"2026-05-20";"Card"
"P004180";"G03927";424;32.18;"2026-06-29";"Stripe"
"P004181";"G03930";126;84.73;"2026-02-12";"Card"
"P004182";"G03931";216;31.07;"2026-04-27";"Stripe"
"P004183";"G03932";422;182.87;"2026-06-20";"Card"
"P004184";"G03933";505;92.42;"2026-05-06";"Card"
"P004185";"G03934";418;134.57;"2026-01-04";"Cash"
"P004186";"G03935";208;38.33;"2026-02-24";"Card"
"P004187";"G03936";406;97.67;"2026-04-20";"Stripe"
"P004188";"G03937";330;36.64;"2026-01-27";"Card"
"P004189";"G03937";330;107.2;"2026-01-27";"Card"
"P004190";"G03938";105;166.7;"2026-06-03";"Stripe"
"P004191";"G03940";233;163.47;"2026-04-02";"Stripe"
"P004192";"G03941";404;203.4;"2026-04-25";"Card"
"P004193";"G03942";334;46.58;"2026-06-05";"Card"
"P004194";"G03943";213;164.14;"2026-05-19";"Stripe"
"P004195";"G03943";213;147.9;"2026-05-21";"Card"
"P004196";"G03944";205;26.76;"2026-05-30";"Stripe"
"P004197";"G03945";407;52.22;"2026-05-02";"Stripe"
"P004198";"G03945";407;84.42;"2026-05-02";"Card"
"P004199";"G03946";107;150.79;"2026-02-15";"Card"
"P004200";"G03947";111;203.24;"2026-05-31";"Card"
"P004201";"G03949";418;197.18;"2026-01-26";"Card"
"P004202";"G03950";216;139.52;"2026-01-15";"Card"
"P004203";"G03952";329;7.71;"2026-03-21";"Stripe"
"P004204";"G03952";329;18.87;"2026-03-23";"Stripe"
"P004205";"G03953";415;173.45;"2026-06-27";"Card"
"P004206";"G03954";414;135.1;"2026-06-09";"Cash"
"P004207";"G03954";414;208.69;"2026-06-04";"Card"
"P004208";"G03955";426;30.42;"2026-04-21";"Stripe"
"P004209";"G03956";403;224.09;"2026-01-20";"Card"
"P004210";"G03959";403;188.2;"2026-05-08";"Card"
"P004211";"G03960";123;106.86;"2026-02-07";"Card"
"P004212";"G03961";428;57.45;"2026-06-27";"Card"
"P004213";"G03961";428;37.64;"2026-06-27";"Card"
"P004214";"G03962";512;40.22;"2026-06-15";"Card"
"P004215";"G03963";204;169.63;"2026-02-12";"Card"
"P004216";"G03965";229;320.89;"2026-04-30";"Card"
"P004217";"G03966";323;76.49;"2026-01-23";"Card"
"P004218";"G03967";208;154.76;"2026-02-27";"Stripe"
"P004219";"G03968";418;221.41;"2026-03-14";"Card"
"P004220";"G03969";214;280.67;"2026-03-09";"Cash"
"P004221";"G03970";213;365.48;"2026-06-22";"Card"
"P004222";"G03971";323;59.4;"2026-01-10";"Stripe"
"P004223";"G03972";332;88.62;"2026-05-12";"Card"
"P004224";"G03973";321;124.12;"2026-02-01";"Card"
"P004225";"G03973";321;156.38;"2026-02-01";"Card"
"P004226";"G03974";123;379.98;"2026-05-23";"Card"
"P004227";"G03975";415;378.33;"2026-02-22";"Stripe"
"P004228";"G03976";104;44.95;"2026-05-31";"Card"
"P004229";"G03978";404;333.89;"2026-02-07";"Card"
"P004230";"G03979";418;331.11;"2026-03-15";"Cash"
"P004231";"G03980";203;113.71;"2026-05-10";"Card"
"P004232";"G03981";420;309.04;"2026-02-23";"Card"
"P004233";"G03982";320;32.7;"2026-02-26";"Stripe"
"P004234";"G03982";320;46.06;"2026-02-27";"Card"
"P004235";"G03983";521;105.07;"2026-06-11";"Stripe"
"P004236";"G03983";521;67.19;"2026-06-11";"Card"
"P004237";"G03984";419;71.72;"2026-02-23";"Stripe"
"P004238";"G03985";315;3.83;"2026-05-25";"Card"
"P004239";"G03988";212;110.57;"2026-03-28";"Card"
"P004240";"G03989";304;81.03;"2026-02-22";"Card"
"P004241";"G03991";411;113.97;"2026-04-24";"Card"
"P004242";"G03992";420;36.28;"2026-02-03";"Stripe"
"P004243";"G03993";407;107.1;"2026-06-30";"Card"
"P004244";"G03994";504;199.11;"2026-03-23";"Card"
"P004245";"G03995";523;190.24;"2026-06-19";"Cash"
"P004246";"G03996";212;28.41;"2026-02-08";"Card"
"P004247";"G03996";212;28.62;"2026-02-02";"Card"
"P004248";"G03998";401;81.35;"2026-06-13";"Cash"
"P004249";"G04000";403;35.34;"2026-02-25";"Cash"
"P004250";"G04002";203;124.32;"2026-06-14";"Stripe"
"P004251";"G04003";521;14.24;"2026-06-09";"Stripe"
"P004252";"G04004";325;307.36;"2026-02-02";"Card"
"P004253";"G04005";419;61.59;"2026-06-05";"Stripe"
"P004254";"G04005";419;76.12;"2026-06-05";"Card"
"P004255";"G04006";412;48.98;"2026-01-08";"Card"
"P004256";"G04006";412;27.03;"2026-01-08";"Stripe"
"P004257";"G04006";412;21.25;"2026-01-06";"Stripe"
"P004258";"G04007";525;218.72;"2026-06-07";"Stripe"
"P004259";"G04009";333;101.6;"2026-03-17";"Card"
"P004260";"G04009";333;58.89;"2026-03-17";"Card"
"P004261";"G04010";525;139.71;"2026-04-28";"Card"
"P004262";"G04011";306;218.4;"2026-01-26";"Card"
"P004263";"G04012";233;163.89;"2026-03-14";"Card"
"P004264";"G04013";132;71.3;"2026-04-22";"Card"
"P004265";"G04014";332;113.74;"2026-03-15";"Card"
"P004266";"G04015";418;92.31;"2026-01-29";"Stripe"
"P004267";"G04015";418;128.99;"2026-01-29";"Stripe"
"P004268";"G04016";228;73.38;"2026-03-22";"Cash"
"P004269";"G04017";328;35.03;"2026-05-17";"Stripe"
"P004270";"G04019";414;62.97;"2026-04-29";"Cash"
"P004271";"G04020";126;168.86;"2026-01-31";"Card"
"P004272";"G04021";125;63.09;"2026-03-05";"Card"
"P004273";"G04022";231;56.07;"2026-04-21";"Card"
"P004274";"G04023";333;56.41;"2026-02-17";"Stripe"
"P004275";"G04024";326;8.92;"2026-04-06";"Card"
"P004276";"G04024";326;15.13;"2026-04-06";"Card"
"P004277";"G04025";113;99.63;"2026-01-20";"Card"
"P004278";"G04026";414;178.74;"2026-01-18";"Stripe"
"P004279";"G04027";513;158.0;"2026-06-01";"Stripe"
"P004280";"G04028";334;128.68;"2026-02-19";"Cash"
"P004281";"G04030";117;230.11;"2026-06-07";"Card"
"P004282";"G04031";120;46.45;"2026-01-14";"Card"
"P004283";"G04032";134;85.34;"2026-02-26";"Card"
"P004284";"G04033";326;22.36;"2026-06-04";"Card"
"P004285";"G04034";302;311.51;"2026-02-07";"Card"
"P004286";"G04035";313;136.67;"2026-03-29";"Stripe"
"P004287";"G04037";202;303.1;"2026-04-28";"Card"
"P004288";"G04038";209;329.02;"2026-04-13";"Cash"
"P004289";"G04039";306;28.52;"2026-05-28";"Stripe"
"P004290";"G04040";518;389.47;"2026-05-23";"Card"
"P004291";"G04041";110;89.32;"2026-02-14";"Stripe"
"P004292";"G04042";109;75.83;"2026-02-07";"Cash"
"P004293";"G04042";109;127.21;"2026-02-07";"Card"
"P004294";"G04043";316;10.69;"2026-01-23";"Card"
"P004295";"G04044";419;52.98;"2026-06-26";"Card"
"P004296";"G04044";419;44.89;"2026-06-26";"Card"
"P004297";"G04046";510;69.7;"2026-05-13";"Card"
"P004298";"G04047";321;190.87;"2026-04-12";"Card"
"P004299";"G04049";109;10.29;"2026-05-17";"Card"
"P004300";"G04049";109;13.87;"2026-05-17";"Card"
"P004301";"G04050";534;67.33;"2026-05-12";"Card"
"P004302";"G04050";534;177.64;"2026-05-12";"Card"
"P004303";"G04051";517;98.57;"2026-03-17";"Card"
"P004304";"G04052";523;104.63;"2026-05-19";"Card"
"P004305";"G04053";509;122.63;"2026-06-09";"Card"
"P004306";"G04054";311;69.29;"2026-01-05";"Stripe"
"P004307";"G04055";513;133.06;"2026-03-22";"Card"
"P004308";"G04056";106;76.22;"2026-02-20";"Stripe"
"P004309";"G04057";431;15.5;"2026-05-02";"Card"
"P004310";"G04058";214;118.71;"2026-03-29";"Card"
"P004311";"G04059";434;101.25;"2026-02-07";"Stripe"
"P004312";"G04060";217;20.06;"2026-03-19";"Stripe"
"P004313";"G04060";217;22.3;"2026-03-22";"Stripe"
"P004314";"G04061";212;274.23;"2026-06-23";"Card"
"P004315";"G04062";133;1.89;"2026-06-09";"Card"
"P004316";"G04062";133;1.67;"2026-06-09";"Card"
"P004317";"G04062";133;1.86;"2026-06-09";"Stripe"
"P004318";"G04063";426;48.88;"2026-01-16";"Stripe"
"P004319";"G04063";426;30.49;"2026-01-14";"Stripe"
"P004320";"G04064";402;46.26;"2026-04-07";"Stripe"
"P004321";"G04065";234;244.93;"2026-04-10";"Card"
"P004322";"G04066";219;106.72;"2026-03-17";"Card"
"P004323";"G04067";408;14.85;"2026-01-27";"Cash"
"P004324";"G04070";118;160.48;"2026-05-14";"Stripe"
"P004325";"G04072";534;15.48;"2026-06-07";"Card"
"P004326";"G04075";132;160.88;"2026-02-26";"Card"
"P004327";"G04076";128;191.48;"2026-05-22";"Card"
"P004328";"G04076";128;119.34;"2026-05-22";"Stripe"
"P004329";"G04077";422;64.51;"2026-06-27";"Card"
"P004330";"G04078";302;126.16;"2026-03-15";"Card"
"P004331";"G04079";221;112.68;"2026-02-26";"Card"
"P004332";"G04080";528;133.29;"2026-03-19";"Card"
"P004333";"G04080";528;95.87;"2026-03-12";"Stripe"
"P004334";"G04081";302;102.89;"2026-02-27";"Stripe"
"P004335";"G04082";311;92.87;"2026-04-11";"Stripe"
"P004336";"G04083";127;2.23;"2026-01-17";"Card"
"P004337";"G04084";121;24.36;"2026-06-11";"Stripe"
"P004338";"G04085";230;193.14;"2026-04-04";"Card"
"P004339";"G04085";230;163.04;"2026-04-04";"Card"
"P004340";"G04086";332;155.57;"2026-01-12";"Card"
"P004341";"G04087";410;408.24;"2026-04-07";"Card"
"P004342";"G04088";122;144.21;"2026-02-14";"Cash"
"P004343";"G04089";312;162.81;"2026-01-24";"Card"
"P004344";"G04090";307;322.71;"2026-03-12";"Card"
"P004345";"G04091";234;143.82;"2026-02-02";"Cash"
"P004346";"G04093";121;494.89;"2026-03-15";"Card"
"P004347";"G04094";329;61.04;"2026-02-01";"Card"
"P004348";"G04094";329;137.54;"2026-01-30";"Card"
"P004349";"G04095";413;16.96;"2026-02-14";"Stripe"
"P004350";"G04095";413;36.35;"2026-02-14";"Stripe"
"P004351";"G04096";305;43.59;"2026-04-10";"Card"
"P004352";"G04097";303;74.53;"2026-03-21";"Card"
"P004353";"G04098";232;273.13;"2026-03-10";"Card"
"P004354";"G04099";514;81.27;"2026-03-22";"Cash"
"P004355";"G04101";222;74.5;"2026-05-25";"Card"
"P004356";"G04103";208;133.22;"2026-06-14";"Stripe"
"P004357";"G04105";217;5.1;"2026-04-09";"Card"
"P004358";"G04105";217;14.34;"2026-04-09";"Stripe"
"P004359";"G04106";201;244.21;"2026-03-13";"Cash"
"P004360";"G04107";402;187.87;"2026-01-10";"Card"
"P004361";"G04108";118;233.57;"2026-04-20";"Stripe"
"P004362";"G04109";324;104.34;"2026-05-21";"Card"
"P004363";"G04110";516;152.33;"2026-03-27";"Cash"
"P004364";"G04110";516;271.18;"2026-03-30";"Card"
"P004365";"G04111";130;260.66;"2026-06-04";"Card"
"P004366";"G04112";315;157.03;"2026-04-06";"Cash"
"P004367";"G04113";208;118.81;"2026-04-10";"Card"
"P004368";"G04114";307;55.87;"2026-01-06";"Stripe"
"P004369";"G04114";307;58.34;"2026-01-06";"Cash"
"P004370";"G04116";330;359.14;"2026-05-10";"Card"
"P004371";"G04117";509;128.48;"2026-04-17";"Card"
"P004372";"G04118";321;164.94;"2026-04-16";"Card"
"P004373";"G04119";106;5.75;"2026-06-21";"Card"
"P004374";"G04120";518;195.08;"2026-01-07";"Stripe"
"P004375";"G04121";516;23.08;"2026-04-02";"Card"
"P004376";"G04123";501;7.14;"2026-02-04";"Stripe"
"P004377";"G04126";520;182.59;"2026-04-18";"Card"
"P004378";"G04127";533;27.7;"2026-06-11";"Card"
"P004379";"G04128";204;51.48;"2026-03-14";"Card"
"P004380";"G04129";532;117.24;"2026-04-11";"Card"
"P004381";"G04130";213;135.52;"2026-03-18";"Card"
"P004382";"G04132";502;91.75;"2026-04-23";"Card"
"P004383";"G04132";502;50.62;"2026-04-26";"Card"
"P004384";"G04133";401;30.22;"2026-05-02";"Card"
"P004385";"G04134";329;84.43;"2026-05-16";"Stripe"
"P004386";"G04134";329;74.27;"2026-05-19";"Stripe"
"P004387";"G04135";524;4.52;"2026-02-12";"Card"
"P004388";"G04137";225;220.35;"2026-04-17";"Card"
"P004389";"G04138";422;13.24;"2026-05-27";"Card"
"P004390";"G04138";422;34.86;"2026-05-23";"Card"
"P004391";"G04139";211;65.96;"2026-02-27";"Stripe"
"P004392";"G04140";113;373.43;"2026-03-16";"Card"
"P004393";"G04141";228;147.8;"2026-02-22";"Stripe"
"P004394";"G04142";103;102.14;"2026-03-15";"Card"
"P004395";"G04143";215;82.69;"2026-05-27";"Card"
"P004396";"G04145";332;22.28;"2026-05-06";"Card"
"P004397";"G04145";332;18.2;"2026-05-06";"Card"
"P004398";"G04146";115;82.98;"2026-01-06";"Card"
"P004399";"G04146";115;94.66;"2026-01-06";"Stripe"
"P004400";"G04147";420;155.1;"2026-05-15";"Stripe"
"P004401";"G04148";214;213.27;"2026-05-03";"Card"
"P004402";"G04149";433;127.69;"2026-01-15";"Card"
"P004403";"G04150";315;164.73;"2026-04-12";"Card"
"P004404";"G04151";201;101.46;"2026-05-18";"Cash"
"P004405";"G04152";130;58.36;"2026-04-17";"Card"
"P004406";"G04153";514;31.78;"2026-03-27";"Stripe"
"P004407";"G04155";101;28.3;"2026-01-25";"Stripe"
"P004408";"G04155";101;32.64;"2026-01-28";"Card"
"P004409";"G04156";125;128.21;"2026-05-20";"Card"
"P004410";"G04156";125;116.11;"2026-05-15";"Card"
"P004411";"G04158";504;33.86;"2026-05-19";"Card"
"P004412";"G04160";229;235.05;"2026-01-02";"Stripe"
"P004413";"G04161";525;125.86;"2026-04-24";"Card"
"P004414";"G04162";218;75.97;"2026-02-22";"Stripe"
"P004415";"G04163";518;6.25;"2026-05-25";"Card"
"P004416";"G04163";518;7.98;"2026-05-25";"Card"
"P004417";"G04164";121;118.93;"2026-02-28";"Card"
"P004418";"G04164";121;240.08;"2026-02-28";"Card"
"P004419";"G04165";525;78.67;"2026-05-18";"Card"
"P004420";"G04166";123;20.35;"2026-02-25";"Cash"
"P004421";"G04166";123;39.29;"2026-02-27";"Stripe"
"P004422";"G04167";111;13.33;"2026-06-11";"Stripe"
"P004423";"G04168";102;265.33;"2026-03-04";"Card"
"P004424";"G04169";107;101.11;"2026-04-11";"Card"
"P004425";"G04170";221;59.93;"2026-02-21";"Card"
"P004426";"G04172";531;114.38;"2026-02-18";"Card"
"P004427";"G04173";128;35.68;"2026-03-20";"Card"
"P004428";"G04173";128;55.21;"2026-03-21";"Stripe"
"P004429";"G04174";124;74.03;"2026-05-07";"Stripe"
"P004430";"G04174";124;80.07;"2026-05-04";"Card"
"P004431";"G04175";434;40.52;"2026-03-08";"Stripe"
"P004432";"G04175";434;27.58;"2026-03-08";"Stripe"
"P004433";"G04176";533;98.86;"2026-01-17";"Card"
"P004434";"G04177";333;2.31;"2026-06-14";"Card"
"P004435";"G04178";224;162.88;"2026-04-12";"Card"
"P004436";"G04179";211;167.89;"2026-06-01";"Card"
"P004437";"G04180";326;45.38;"2026-01-29";"Card"
"P004438";"G04180";326;97.64;"2026-02-02";"Card"
"P004439";"G04181";209;209.31;"2026-04-19";"Cash"
"P004440";"G04181";209;92.22;"2026-04-19";"Card"
"P004441";"G04181";209;114.0;"2026-04-17";"Card"
"P004442";"G04182";402;115.12;"2026-01-10";"Card"
"P004443";"G04183";328;139.7;"2026-01-08";"Card"
"P004444";"G04184";114;73.34;"2026-06-16";"Stripe"
"P004445";"G04185";310;114.92;"2026-06-19";"Card"
"P004446";"G04186";304;76.32;"2026-01-19";"Card"
"P004447";"G04186";304;181.43;"2026-01-19";"Stripe"
"P004448";"G04187";319;156.88;"2026-04-11";"Card"
"P004449";"G04188";117;60.21;"2026-06-21";"Stripe"
"P004450";"G04188";117;86.48;"2026-06-21";"Card"
"P004451";"G04190";506;100.3;"2026-03-13";"Cash"
"P004452";"G04191";404;39.24;"2026-04-19";"Stripe"
"P004453";"G04192";424;67.2;"2026-02-22";"Card"
"P004454";"G04193";526;72.87;"2026-03-05";"Card"
"P004455";"G04194";103;224.27;"2026-02-07";"Stripe"
"P004456";"G04195";118;26.56;"2026-05-29";"Stripe"
"P004457";"G04195";118;23.82;"2026-05-29";"Card"
"P004458";"G04196";106;244.72;"2026-04-24";"Stripe"
"P004459";"G04197";108;65.67;"2026-04-09";"Card"
"P004460";"G04198";307;160.06;"2026-05-25";"Card"
"P004461";"G04199";413;122.75;"2026-06-02";"Stripe"
"P004462";"G04200";404;185.86;"2026-04-30";"Cash"
"P004463";"G04201";202;134.49;"2026-06-09";"Stripe"
"P004464";"G04202";428;159.26;"2026-04-29";"Card"
"P004465";"G04202";428;116.58;"2026-04-29";"Card"
"P004466";"G04203";305;38.02;"2026-06-07";"Stripe"
"P004467";"G04203";305;50.5;"2026-06-06";"Stripe"
"P004468";"G04204";308;24.44;"2026-05-03";"Card"
"P004469";"G04205";202;20.33;"2026-06-13";"Card"
"P004470";"G04206";307;231.15;"2026-03-03";"Card"
"P004471";"G04208";102;170.93;"2026-03-23";"Card"
"P004472";"G04209";504;61.51;"2026-03-17";"Card"
"P004473";"G04209";504;58.63;"2026-03-17";"Card"
"P004474";"G04210";113;106.78;"2026-06-07";"Card"
"P004475";"G04210";113;109.25;"2026-06-06";"Stripe"
"P004476";"G04211";403;77.45;"2026-04-07";"Stripe"
"P004477";"G04212";532;65.22;"2026-06-27";"Card"
"P004478";"G04213";423;71.85;"2026-04-08";"Stripe"
"P004479";"G04214";131;8.78;"2026-04-10";"Card"
"P004480";"G04215";516;338.08;"2026-05-14";"Card"
"P004481";"G04217";507;65.55;"2026-04-03";"Stripe"
"P004482";"G04217";507;36.72;"2026-04-01";"Stripe"
"P004483";"G04217";507;40.87;"2026-04-03";"Card"
