"transaction_id";"transaction_date";"guest_id";"room_number";"outlet";"charge_amount"
"FB006315";"2026-06-08";"G04677";506;"Restaurant & Bar";26.0
"FB006316";"2026-06-10";"G04677";506;"Restaurant & Bar";82.0
"FB006317";"2026-06-08";"G04677";506;"Breakfast";20.0
"FB006318";"2026-04-24";"G04679";213;"Breakfast";13.0
"FB006319";"2026-06-01";"G04682";218;"Room Service";26.0
"FB006320";"2026-05-06";"G04683";211;"Breakfast";30.0
"FB006321";"2026-03-01";"G04685";124;"Restaurant & Bar";32.0
"FB006322";"2026-03-31";"G04687";410;"Restaurant & Bar";112.0
"FB006323";"2026-01-24";"G04688";234;"Restaurant & Bar";95.0
"FB006324";"2026-01-24";"G04688";234;"Restaurant & Bar";47.0
"FB006325";"2026-01-24";"G04688";234;"Breakfast";23.0
"FB006326";"2026-01-24";"G04688";234;"Breakfast";15.0
"FB006327";"2026-01-22";"G04692";302;"Breakfast";14.0
"FB006328";"2026-06-14";"G04694";319;"Restaurant & Bar";87.0
"FB006329";"2026-06-12";"G04694";319;"Room Service";80.0
"FB006330";"2026-06-14";"G04694";319;"Breakfast";34.0
"FB006331";"2026-06-14";"G04694";319;"Breakfast";22.0
"FB006332";"2026-06-24";"G04695";119;"Restaurant & Bar";37.0
"FB006333";"2026-05-07";"G04697";421;"Room Service";42.0
"FB006334";"2026-05-06";"G04697";421;"Restaurant & Bar";67.0
"FB006335";"2026-05-07";"G04697";421;"Breakfast";24.0
"FB006336";"2026-05-20";"G04699";425;"Breakfast";23.0
"FB006337";"2026-06-13";"G04700";321;"Room Service";40.0
"FB006338";"2026-06-14";"G04700";321;"Room Service";65.0
"FB006339";"2026-06-16";"G04700";321;"Room Service";65.0
"FB006340";"2026-06-17";"G04700";321;"Restaurant & Bar";99.0
"FB006341";"2026-02-20";"G04701";418;"Breakfast";28.0
"FB006342";"2026-02-18";"G04701";418;"Room Service";24.0
"FB006343";"2026-02-17";"G04701";418;"Breakfast";19.0
"FB006344";"2026-02-18";"G04701";418;"Breakfast";36.0
"FB006345";"2026-02-16";"G04701";418;"Restaurant & Bar";81.0
"FB006346";"2026-06-27";"G04703";315;"Restaurant & Bar";39.0
"FB006347";"2026-06-27";"G04703";315;"Restaurant & Bar";106.0
"FB006348";"2026-01-24";"G04704";107;"Breakfast";30.0
"FB006349";"2026-01-22";"G04704";107;"Room Service";78.0
"FB006350";"2026-01-24";"G04704";107;"Restaurant & Bar";88.0
"FB006351";"2026-01-22";"G04704";107;"Restaurant & Bar";46.0
"FB006352";"2026-01-22";"G04704";107;"Restaurant & Bar";102.0
"FB006353";"2026-06-04";"G04706";223;"Breakfast";18.0
"FB006354";"2026-01-27";"G04707";203;"Room Service";85.0
"FB006355";"2026-03-26";"G04708";418;"Breakfast";15.0
"FB006356";"2026-03-26";"G04708";418;"Room Service";29.0
"FB006357";"2026-03-18";"G04710";430;"Restaurant & Bar";105.0
"FB006358";"2026-01-23";"G04711";417;"Breakfast";15.0
"FB006359";"2026-01-21";"G04711";417;"Restaurant & Bar";67.0
"FB006360";"2026-01-23";"G04711";417;"Restaurant & Bar";71.0
"FB006361";"2026-05-02";"G04712";330;"Breakfast";17.0
"FB006362";"2026-05-02";"G04712";330;"Breakfast";14.0
"FB006363";"2026-03-20";"G04716";420;"Breakfast";11.0
"FB006364";"2026-03-18";"G04717";523;"Room Service";64.0
"FB006365";"2026-01-16";"G04719";308;"Breakfast";21.0
"FB006366";"2026-01-15";"G04719";308;"Restaurant & Bar";98.0
"FB006367";"2026-01-20";"G04719";308;"Breakfast";24.0
"FB006368";"2026-05-25";"G04720";520;"Restaurant & Bar";22.0
"FB006369";"2026-05-22";"G04720";520;"Restaurant & Bar";37.0
"FB006370";"2026-05-23";"G04720";520;"Room Service";77.0
"FB006371";"2026-04-12";"G04723";419;"Restaurant & Bar";36.0
"FB006372";"2026-02-20";"G04724";518;"Breakfast";10.0
"FB006373";"2026-04-24";"G04725";318;"Restaurant & Bar";113.0
"FB006374";"2026-04-24";"G04725";318;"Restaurant & Bar";85.0
"FB006375";"2026-03-03";"G04726";216;"Restaurant & Bar";108.0
"FB006376";"2026-02-08";"G04727";206;"Breakfast";24.0
"FB006377";"2026-02-08";"G04727";206;"Restaurant & Bar";78.0
"FB006378";"2026-02-07";"G04727";206;"Room Service";27.0
"FB006379";"2026-05-31";"G04728";421;"Room Service";68.0
"FB006380";"2026-05-30";"G04728";421;"Restaurant & Bar";26.0
"FB006381";"2026-01-16";"G04729";407;"Room Service";58.0
"FB006382";"2026-01-16";"G04729";407;"Restaurant & Bar";102.0
"FB006383";"2026-01-16";"G04729";407;"Room Service";53.0
"FB006384";"2026-01-16";"G04729";407;"Restaurant & Bar";65.0
"FB006385";"2026-01-06";"G04730";521;"Restaurant & Bar";55.0
"FB006386";"2026-05-13";"G04731";334;"Room Service";80.0
"FB006387";"2026-05-14";"G04731";334;"Restaurant & Bar";50.0
"FB006388";"2026-06-06";"G04732";133;"Restaurant & Bar";97.0
"FB006389";"2026-04-25";"G04733";512;"Restaurant & Bar";98.0
"FB006390";"2026-04-05";"G04735";517;"Restaurant & Bar";98.0
"FB006391";"2026-06-19";"G04737";225;"Restaurant & Bar";91.0
"FB006392";"2026-03-30";"G04738";202;"Breakfast";34.0
"FB006393";"2026-03-12";"G04739";428;"Room Service";20.0
"FB006394";"2026-03-12";"G04739";428;"Restaurant & Bar";74.0
"FB006395";"2026-04-04";"G04741";112;"Breakfast";38.0
"FB006396";"2026-05-15";"G04742";410;"Restaurant & Bar";83.0
"FB006397";"2026-05-17";"G04745";206;"Room Service";76.0
"FB006398";"2026-03-01";"G04747";111;"Breakfast";17.0
"FB006399";"2026-03-02";"G04747";111;"Restaurant & Bar";56.0
"FB006400";"2026-03-02";"G04747";111;"Breakfast";21.0
"FB006401";"2026-04-28";"G04749";334;"Room Service";24.0
"FB006402";"2026-04-27";"G04749";334;"Restaurant & Bar";33.0
"FB006403";"2026-04-28";"G04749";334;"Breakfast";26.0
"FB006404";"2026-04-27";"G04749";334;"Breakfast";29.0
"FB006405";"2026-03-04";"G04750";313;"Restaurant & Bar";92.0
"FB006406";"2026-03-05";"G04750";313;"Restaurant & Bar";100.0
"FB006407";"2026-03-06";"G04750";313;"Restaurant & Bar";44.0
"FB006408";"2026-04-17";"G04751";121;"Restaurant & Bar";103.0
"FB006409";"2026-04-16";"G04751";121;"Restaurant & Bar";54.0
"FB006410";"2026-05-07";"G04753";104;"Restaurant & Bar";58.0
"FB006411";"2026-05-05";"G04753";104;"Restaurant & Bar";37.0
"FB006412";"2026-01-29";"G04754";108;"Restaurant & Bar";100.0
"FB006413";"2026-01-29";"G04754";108;"Restaurant & Bar";63.0
"FB006414";"2026-01-31";"G04754";108;"Room Service";37.0
"FB006415";"2026-01-31";"G04754";108;"Restaurant & Bar";77.0
"FB006416";"2026-01-31";"G04754";108;"Restaurant & Bar";100.0
"FB006417";"2026-06-09";"G04756";128;"Room Service";63.0
"FB006418";"2026-03-03";"G04757";206;"Breakfast";22.0
"FB006419";"2026-03-04";"G04757";206;"Restaurant & Bar";24.0
"FB006420";"2026-03-03";"G04757";206;"Breakfast";22.0
"FB006421";"2026-01-22";"G04758";117;"Breakfast";18.0
"FB006422";"2026-01-20";"G04762";431;"Room Service";30.0
"FB006423";"2026-01-20";"G04762";431;"Restaurant & Bar";30.0
"FB006424";"2026-02-10";"G04763";414;"Room Service";59.0
"FB006425";"2026-04-24";"G04764";114;"Restaurant & Bar";62.0
"FB006426";"2026-05-03";"G04766";315;"Restaurant & Bar";103.0
"FB006427";"2026-05-03";"G04766";315;"Restaurant & Bar";74.0
"FB006428";"2026-01-24";"G04767";330;"Room Service";17.0
"FB006429";"2026-01-24";"G04767";330;"Breakfast";34.0
"FB006430";"2026-01-25";"G04767";330;"Restaurant & Bar";64.0
"FB006431";"2026-01-24";"G04767";330;"Restaurant & Bar";99.0
"FB006432";"2026-03-10";"G04769";306;"Restaurant & Bar";86.0
"FB006433";"2026-06-10";"G04770";309;"Restaurant & Bar";43.0
"FB006434";"2026-06-10";"G04770";309;"Restaurant & Bar";27.0
"FB006435";"2026-06-09";"G04770";309;"Restaurant & Bar";80.0
"FB006436";"2026-06-13";"G04770";309;"Breakfast";27.0
"FB006437";"2026-01-09";"G04771";311;"Breakfast";31.0
"FB006438";"2026-01-09";"G04771";311;"Restaurant & Bar";19.0
"FB006439";"2026-01-10";"G04771";311;"Restaurant & Bar";98.0
"FB006440";"2026-01-09";"G04771";311;"Breakfast";22.0
"FB006441";"2026-01-10";"G04771";311;"Breakfast";28.0
"FB006442";"2026-06-11";"G04772";426;"Restaurant & Bar";47.0
"FB006443";"2026-06-13";"G04772";426;"Restaurant & Bar";21.0
"FB006444";"2026-04-14";"G04775";109;"Restaurant & Bar";102.0
"FB006445";"2026-04-12";"G04775";109;"Room Service";50.0
"FB006446";"2026-03-24";"G04778";432;"Restaurant & Bar";104.0
"FB006447";"2026-03-22";"G04778";432;"Restaurant & Bar";95.0
"FB006448";"2026-03-02";"G04781";406;"Breakfast";34.0
"FB006449";"2026-03-02";"G04781";406;"Restaurant & Bar";75.0
"FB006450";"2026-03-20";"G04785";106;"Restaurant & Bar";103.0
"FB006451";"2026-03-20";"G04785";106;"Restaurant & Bar";30.0
"FB006452";"2026-05-15";"G04786";203;"Restaurant & Bar";22.0
"FB006453";"2026-05-14";"G04786";203;"Breakfast";27.0
"FB006454";"2026-04-28";"G04788";329;"Restaurant & Bar";45.0
"FB006455";"2026-04-20";"G04789";119;"Breakfast";36.0
"FB006456";"2026-04-24";"G04789";119;"Breakfast";34.0
"FB006457";"2026-04-21";"G04789";119;"Restaurant & Bar";85.0
"FB006458";"2026-06-01";"G04792";210;"Room Service";63.0
"FB006459";"2026-05-31";"G04792";210;"Restaurant & Bar";90.0
"FB006460";"2026-05-31";"G04792";210;"Room Service";22.0
"FB006461";"2026-03-28";"G04793";223;"Room Service";49.0
"FB006462";"2026-03-29";"G04793";223;"Restaurant & Bar";44.0
"FB006463";"2026-02-15";"G04794";203;"Restaurant & Bar";62.0
"FB006464";"2026-02-15";"G04794";203;"Restaurant & Bar";37.0
"FB006465";"2026-05-21";"G04795";418;"Breakfast";12.0
"FB006466";"2026-01-05";"G04796";332;"Restaurant & Bar";105.0
"FB006467";"2026-01-05";"G04796";332;"Restaurant & Bar";109.0
"FB006468";"2026-05-16";"G04801";406;"Breakfast";26.0
"FB006469";"2026-05-12";"G04802";529;"Room Service";81.0
"FB006470";"2026-06-06";"G04805";403;"Room Service";28.0
"FB006471";"2026-06-07";"G04805";403;"Breakfast";28.0
"FB006472";"2026-06-07";"G04805";403;"Restaurant & Bar";72.0
"FB006473";"2026-06-20";"G04806";106;"Room Service";31.0
"FB006474";"2026-01-09";"G04807";115;"Room Service";27.0
"FB006475";"2026-01-11";"G04807";115;"Restaurant & Bar";57.0
"FB006476";"2026-01-11";"G04807";115;"Breakfast";14.0
"FB006477";"2026-04-02";"G04808";509;"Restaurant & Bar";66.0
"FB006478";"2026-06-01";"G04810";203;"Restaurant & Bar";110.0
"FB006479";"2026-06-03";"G04810";203;"Room Service";51.0
"FB006480";"2026-05-22";"G04811";121;"Restaurant & Bar";69.0
"FB006481";"2026-01-20";"G04812";413;"Restaurant & Bar";72.0
"FB006482";"2026-01-20";"G04812";413;"Restaurant & Bar";65.0
"FB006483";"2026-04-10";"G04815";131;"Room Service";36.0
"FB006484";"2026-04-12";"G04815";131;"Restaurant & Bar";69.0
"FB006485";"2026-01-09";"G04816";316;"Restaurant & Bar";84.0
"FB006486";"2026-03-27";"G04817";320;"Restaurant & Bar";113.0
"FB006487";"2026-03-25";"G04817";320;"Restaurant & Bar";78.0
"FB006488";"2026-03-28";"G04817";320;"Breakfast";33.0
"FB006489";"2026-03-09";"G04818";128;"Breakfast";11.0
"FB006490";"2026-02-13";"G04819";334;"Room Service";77.0
"FB006491";"2026-02-12";"G04819";334;"Restaurant & Bar";67.0
"FB006492";"2026-02-12";"G04819";334;"Room Service";26.0
"FB006493";"2026-02-15";"G04819";334;"Breakfast";14.0
"FB006494";"2026-05-02";"G04821";217;"Room Service";45.0
"FB006495";"2026-04-30";"G04821";217;"Breakfast";32.0
"FB006496";"2026-05-01";"G04821";217;"Restaurant & Bar";76.0
"FB006497";"2026-05-01";"G04821";217;"Restaurant & Bar";103.0
"FB006498";"2026-02-24";"G04822";234;"Restaurant & Bar";87.0
"FB006499";"2026-02-24";"G04822";234;"Restaurant & Bar";50.0
"FB006500";"2026-02-22";"G04822";234;"Restaurant & Bar";107.0
"FB006501";"2026-02-25";"G04822";234;"Restaurant & Bar";19.0
"FB006502";"2026-05-14";"G04824";323;"Restaurant & Bar";85.0
"FB006503";"2026-05-14";"G04824";323;"Restaurant & Bar";79.0
"FB006504";"2026-02-09";"G04825";527;"Restaurant & Bar";45.0
"FB006505";"2026-04-13";"G04826";107;"Restaurant & Bar";108.0
"FB006506";"2026-04-14";"G04826";107;"Room Service";46.0
"FB006507";"2026-01-21";"G04827";422;"Restaurant & Bar";19.0
"FB006508";"2026-01-20";"G04827";422;"Restaurant & Bar";67.0
"FB006509";"2026-01-21";"G04827";422;"Restaurant & Bar";70.0
"FB006510";"2026-01-22";"G04827";422;"Room Service";63.0
"FB006511";"2026-04-19";"G04828";513;"Breakfast";21.0
"FB006512";"2026-03-20";"G04829";205;"Breakfast";25.0
"FB006513";"2026-02-24";"G04830";132;"Restaurant & Bar";20.0
"FB006514";"2026-01-06";"G04831";112;"Breakfast";11.0
"FB006515";"2026-01-03";"G04832";510;"Room Service";23.0
"FB006516";"2026-01-01";"G04832";510;"Restaurant & Bar";103.0
"FB006517";"2026-01-19";"G04834";411;"Breakfast";31.0
"FB006518";"2026-01-20";"G04834";411;"Restaurant & Bar";110.0
"FB006519";"2026-01-20";"G04834";411;"Restaurant & Bar";96.0
"FB006520";"2026-01-27";"G04836";109;"Breakfast";29.0
"FB006521";"2026-04-10";"G04837";130;"Breakfast";20.0
"FB006522";"2026-04-12";"G04837";130;"Restaurant & Bar";105.0
"FB006523";"2026-05-13";"G04838";315;"Breakfast";34.0
"FB006524";"2026-05-13";"G04838";315;"Room Service";16.0
"FB006525";"2026-03-23";"G04839";308;"Restaurant & Bar";24.0
"FB006526";"2026-03-22";"G04839";308;"Breakfast";38.0
"FB006527";"2026-03-23";"G04839";308;"Breakfast";18.0
"FB006528";"2026-03-22";"G04839";308;"Room Service";24.0
"FB006529";"2026-03-22";"G04839";308;"Restaurant & Bar";104.0
"FB006530";"2026-03-31";"G04841";225;"Restaurant & Bar";70.0
"FB006531";"2026-04-03";"G04841";225;"Restaurant & Bar";34.0
"FB006532";"2026-03-22";"G04844";205;"Restaurant & Bar";34.0
"FB006533";"2026-03-21";"G04844";205;"Restaurant & Bar";57.0
"FB006534";"2026-03-22";"G04844";205;"Room Service";39.0
"FB006535";"2026-06-14";"G04845";318;"Breakfast";23.0
"FB006536";"2026-06-13";"G04845";318;"Restaurant & Bar";92.0
"FB006537";"2026-05-05";"G04846";110;"Restaurant & Bar";109.0
"FB006538";"2026-05-04";"G04846";110;"Room Service";54.0
"FB006539";"2026-03-05";"G04847";403;"Restaurant & Bar";23.0
"FB006540";"2026-03-22";"G04848";213;"Restaurant & Bar";93.0
"FB006541";"2026-03-21";"G04848";213;"Restaurant & Bar";61.0
"FB006542";"2026-03-20";"G04848";213;"Restaurant & Bar";97.0
"FB006543";"2026-01-26";"G04851";333;"Restaurant & Bar";49.0
"FB006544";"2026-06-22";"G04853";526;"Restaurant & Bar";19.0
"FB006545";"2026-06-22";"G04853";526;"Restaurant & Bar";85.0
"FB006546";"2026-05-25";"G04855";127;"Restaurant & Bar";33.0
"FB006547";"2026-06-26";"G04856";134;"Restaurant & Bar";21.0
"FB006548";"2026-06-25";"G04856";134;"Breakfast";27.0
"FB006549";"2026-06-25";"G04856";134;"Room Service";29.0
"FB006550";"2026-06-26";"G04856";134;"Room Service";69.0
"FB006551";"2026-06-25";"G04856";134;"Breakfast";12.0
"FB006552";"2026-01-04";"G04861";113;"Breakfast";21.0
"FB006553";"2026-01-05";"G04861";113;"Restaurant & Bar";50.0
"FB006554";"2026-01-03";"G04861";113;"Room Service";62.0
"FB006555";"2026-01-04";"G04861";113;"Room Service";59.0
"FB006556";"2026-05-06";"G04862";415;"Restaurant & Bar";45.0
"FB006557";"2026-05-04";"G04862";415;"Room Service";83.0
"FB006558";"2026-03-13";"G04865";218;"Restaurant & Bar";94.0
"FB006559";"2026-05-11";"G04866";201;"Restaurant & Bar";74.0
"FB006560";"2026-05-11";"G04866";201;"Breakfast";13.0
"FB006561";"2026-05-15";"G04867";303;"Room Service";41.0
"FB006562";"2026-06-02";"G04868";203;"Restaurant & Bar";78.0
"FB006563";"2026-01-31";"G04869";420;"Room Service";52.0
"FB006564";"2026-01-05";"G04870";210;"Restaurant & Bar";104.0
"FB006565";"2026-01-05";"G04870";210;"Breakfast";37.0
"FB006566";"2026-06-16";"G04871";322;"Restaurant & Bar";36.0
"FB006567";"2026-06-15";"G04871";322;"Restaurant & Bar";29.0
"FB006568";"2026-06-15";"G04871";322;"Restaurant & Bar";60.0
"FB006569";"2026-03-10";"G04874";201;"Restaurant & Bar";53.0
"FB006570";"2026-03-05";"G04874";201;"Room Service";51.0
"FB006571";"2026-03-16";"G04875";415;"Room Service";53.0
"FB006572";"2026-03-16";"G04875";415;"Breakfast";34.0
"FB006573";"2026-05-19";"G04876";303;"Restaurant & Bar";76.0
"FB006574";"2026-05-18";"G04876";303;"Restaurant & Bar";87.0
"FB006575";"2026-05-20";"G04876";303;"Room Service";34.0
"FB006576";"2026-05-20";"G04876";303;"Restaurant & Bar";102.0
"FB006577";"2026-01-18";"G04877";204;"Breakfast";28.0
"FB006578";"2026-01-24";"G04877";204;"Restaurant & Bar";45.0
"FB006579";"2026-06-17";"G04878";326;"Restaurant & Bar";59.0
"FB006580";"2026-06-15";"G04878";326;"Restaurant & Bar";105.0
"FB006581";"2026-06-19";"G04878";326;"Restaurant & Bar";26.0
"FB006582";"2026-06-15";"G04878";326;"Restaurant & Bar";114.0
"FB006583";"2026-04-12";"G04879";127;"Restaurant & Bar";65.0
"FB006584";"2026-02-20";"G04881";430;"Breakfast";38.0
"FB006585";"2026-02-23";"G04881";430;"Restaurant & Bar";95.0
"FB006586";"2026-02-18";"G04881";430;"Restaurant & Bar";77.0
"FB006587";"2026-06-24";"G04882";117;"Restaurant & Bar";56.0
"FB006588";"2026-06-24";"G04882";117;"Restaurant & Bar";38.0
"FB006589";"2026-06-23";"G04882";117;"Breakfast";18.0
"FB006590";"2026-05-22";"G04885";306;"Restaurant & Bar";42.0
"FB006591";"2026-04-19";"G04886";507;"Breakfast";22.0
"FB006592";"2026-04-20";"G04888";434;"Restaurant & Bar";87.0
"FB006593";"2026-06-24";"G04890";227;"Restaurant & Bar";90.0
"FB006594";"2026-03-18";"G04891";425;"Breakfast";30.0
"FB006595";"2026-04-06";"G04892";227;"Restaurant & Bar";62.0
"FB006596";"2026-04-06";"G04892";227;"Breakfast";19.0
"FB006597";"2026-02-13";"G04893";404;"Restaurant & Bar";27.0
"FB006598";"2026-02-15";"G04897";413;"Restaurant & Bar";29.0
"FB006599";"2026-02-15";"G04897";413;"Restaurant & Bar";28.0
"FB006600";"2026-02-25";"G04899";503;"Restaurant & Bar";19.0
"FB006601";"2026-02-25";"G04899";503;"Restaurant & Bar";83.0
"FB006602";"2026-02-24";"G04899";503;"Room Service";46.0
"FB006603";"2026-02-26";"G04899";503;"Restaurant & Bar";101.0
"FB006604";"2026-02-24";"G04899";503;"Breakfast";16.0
"FB006605";"2026-02-05";"G04900";506;"Breakfast";14.0
"FB006606";"2026-02-03";"G04900";506;"Room Service";30.0
"FB006607";"2026-01-05";"G04901";431;"Breakfast";15.0
"FB006608";"2026-05-30";"G04904";525;"Room Service";55.0
"FB006609";"2026-05-31";"G04904";525;"Restaurant & Bar";18.0
"FB006610";"2026-05-31";"G04904";525;"Room Service";67.0
"FB006611";"2026-01-25";"G04905";406;"Breakfast";27.0
"FB006612";"2026-01-21";"G04905";406;"Room Service";59.0
"FB006613";"2026-01-22";"G04905";406;"Breakfast";33.0
"FB006614";"2026-01-05";"G04906";404;"Restaurant & Bar";73.0
"FB006615";"2026-01-06";"G04906";404;"Room Service";21.0
"FB006616";"2026-01-07";"G04906";404;"Breakfast";33.0
"FB006617";"2026-01-05";"G04906";404;"Breakfast";27.0
"FB006618";"2026-06-05";"G04907";514;"Restaurant & Bar";53.0
"FB006619";"2026-06-04";"G04907";514;"Restaurant & Bar";103.0
"FB006620";"2026-06-04";"G04908";316;"Breakfast";20.0
"FB006621";"2026-06-01";"G04908";316;"Restaurant & Bar";86.0
"FB006622";"2026-04-04";"G04909";504;"Room Service";47.0
"FB006623";"2026-04-06";"G04909";504;"Restaurant & Bar";69.0
"FB006624";"2026-04-04";"G04909";504;"Restaurant & Bar";99.0
"FB006625";"2026-04-23";"G04910";327;"Restaurant & Bar";83.0
"FB006626";"2026-04-17";"G04911";203;"Restaurant & Bar";88.0
"FB006627";"2026-01-26";"G04913";420;"Room Service";39.0
"FB006628";"2026-02-15";"G04914";519;"Restaurant & Bar";110.0
"FB006629";"2026-03-08";"G04916";311;"Breakfast";19.0
"FB006630";"2026-03-06";"G04916";311;"Room Service";21.0
"FB006631";"2026-03-08";"G04916";311;"Restaurant & Bar";98.0
"FB006632";"2026-03-07";"G04916";311;"Restaurant & Bar";54.0
"FB006633";"2026-03-08";"G04916";311;"Breakfast";29.0
"FB006634";"2026-06-09";"G04918";131;"Room Service";64.0
"FB006635";"2026-06-10";"G04918";131;"Restaurant & Bar";97.0
"FB006636";"2026-06-07";"G04920";525;"Restaurant & Bar";109.0
"FB006637";"2026-06-07";"G04920";525;"Breakfast";21.0
"FB006638";"2026-03-16";"G04921";412;"Breakfast";13.0
"FB006639";"2026-01-19";"G04922";111;"Restaurant & Bar";94.0
"FB006640";"2026-04-22";"G04923";233;"Breakfast";29.0
"FB006641";"2026-02-21";"G04926";317;"Breakfast";12.0
"FB006642";"2026-02-19";"G04926";317;"Room Service";38.0
"FB006643";"2026-06-21";"G04927";403;"Breakfast";19.0
"FB006644";"2026-06-23";"G04927";403;"Restaurant & Bar";29.0
"FB006645";"2026-06-17";"G04928";405;"Room Service";41.0
"FB006646";"2026-06-13";"G04928";405;"Breakfast";24.0
"FB006647";"2026-03-13";"G04929";316;"Room Service";42.0
"FB006648";"2026-03-14";"G04929";316;"Breakfast";11.0
"FB006649";"2026-06-06";"G04930";127;"Restaurant & Bar";85.0
"FB006650";"2026-06-03";"G04930";127;"Restaurant & Bar";91.0
"FB006651";"2026-06-12";"G04931";405;"Breakfast";12.0
"FB006652";"2026-05-07";"G04932";403;"Breakfast";32.0
"FB006653";"2026-05-07";"G04932";403;"Breakfast";37.0
"FB006654";"2026-06-11";"G04933";304;"Breakfast";20.0
"FB006655";"2026-06-11";"G04933";304;"Restaurant & Bar";113.0
"FB006656";"2026-06-12";"G04933";304;"Room Service";43.0
"FB006657";"2026-06-13";"G04933";304;"Restaurant & Bar";66.0
"FB006658";"2026-02-13";"G04935";303;"Breakfast";37.0
"FB006659";"2026-02-14";"G04935";303;"Room Service";73.0
"FB006660";"2026-02-13";"G04935";303;"Restaurant & Bar";85.0
"FB006661";"2026-02-13";"G04935";303;"Restaurant & Bar";100.0
"FB006662";"2026-05-06";"G04936";406;"Restaurant & Bar";21.0
"FB006663";"2026-05-07";"G04936";406;"Room Service";76.0
"FB006664";"2026-01-30";"G04938";333;"Breakfast";24.0
"FB006665";"2026-02-28";"G04939";334;"Breakfast";18.0
"FB006666";"2026-01-30";"G04940";125;"Restaurant & Bar";90.0
"FB006667";"2026-01-11";"G04943";407;"Room Service";19.0
"FB006668";"2026-05-26";"G04944";425;"Restaurant & Bar";86.0
"FB006669";"2026-05-03";"G04945";107;"Restaurant & Bar";85.0
"FB006670";"2026-06-22";"G04946";118;"Restaurant & Bar";69.0
"FB006671";"2026-06-21";"G04946";118;"Restaurant & Bar";29.0
"FB006672";"2026-02-19";"G04947";424;"Breakfast";25.0
"FB006673";"2026-03-09";"G04951";529;"Room Service";59.0
"FB006674";"2026-03-08";"G04951";529;"Room Service";44.0
"FB006675";"2026-03-06";"G04951";529;"Restaurant & Bar";29.0
"FB006676";"2026-03-09";"G04951";529;"Breakfast";16.0
"FB006677";"2026-06-01";"G04952";415;"Breakfast";21.0
"FB006678";"2026-06-03";"G04952";415;"Restaurant & Bar";84.0
"FB006679";"2026-03-18";"G04953";531;"Room Service";71.0
"FB006680";"2026-05-07";"G04954";434;"Restaurant & Bar";79.0
"FB006681";"2026-05-07";"G04954";434;"Room Service";58.0
"FB006682";"2026-01-16";"G04956";132;"Breakfast";19.0
"FB006683";"2026-06-30";"G04957";116;"Restaurant & Bar";115.0
"FB006684";"2026-06-30";"G04957";116;"Restaurant & Bar";88.0
"FB006685";"2026-06-30";"G04957";116;"Restaurant & Bar";88.0
"FB006686";"2026-04-12";"G04958";213;"Breakfast";11.0
"FB006687";"2026-01-03";"G04959";420;"Restaurant & Bar";110.0
"FB006688";"2026-04-14";"G04960";130;"Restaurant & Bar";65.0
"FB006689";"2026-05-25";"G04961";503;"Room Service";61.0
"FB006690";"2026-05-26";"G04961";503;"Breakfast";16.0
"FB006691";"2026-05-22";"G04962";203;"Breakfast";10.0
"FB006692";"2026-05-03";"G04963";327;"Restaurant & Bar";82.0
"FB006693";"2026-04-22";"G04964";508;"Restaurant & Bar";19.0
"FB006694";"2026-04-23";"G04964";508;"Restaurant & Bar";70.0
"FB006695";"2026-04-24";"G04964";508;"Breakfast";11.0
"FB006696";"2026-06-15";"G04966";209;"Restaurant & Bar";31.0
"FB006697";"2026-02-06";"G04970";512;"Breakfast";34.0
"FB006698";"2026-02-06";"G04970";512;"Restaurant & Bar";32.0
"FB006699";"2026-02-06";"G04970";512;"Breakfast";30.0
"FB006700";"2026-04-11";"G04972";209;"Restaurant & Bar";102.0
"FB006701";"2026-04-12";"G04972";209;"Restaurant & Bar";93.0
"FB006702";"2026-04-11";"G04972";209;"Breakfast";13.0
"FB006703";"2026-02-09";"G04975";322;"Room Service";29.0
"FB006704";"2026-02-09";"G04975";322;"Breakfast";26.0
"FB006705";"2026-02-11";"G04975";322;"Room Service";75.0
"FB006706";"2026-03-11";"G04978";310;"Breakfast";13.0
"FB006707";"2026-03-12";"G04978";310;"Restaurant & Bar";51.0
"FB006708";"2026-03-12";"G04978";310;"Restaurant & Bar";88.0
"FB006709";"2026-03-20";"G04979";130;"Restaurant & Bar";31.0
"FB006710";"2026-02-10";"G04980";530;"Restaurant & Bar";33.0
"FB006711";"2026-06-18";"G04983";134;"Breakfast";36.0
"FB006712";"2026-06-13";"G04984";429;"Restaurant & Bar";21.0
"FB006713";"2026-06-12";"G04984";429;"Restaurant & Bar";96.0
"FB006714";"2026-04-24";"G04986";523;"Breakfast";37.0
"FB006715";"2026-03-22";"G04987";324;"Breakfast";14.0
"FB006716";"2026-03-23";"G04987";324;"Room Service";26.0
"FB006717";"2026-03-18";"G04989";424;"Restaurant & Bar";41.0
"FB006718";"2026-03-10";"G04990";515;"Breakfast";17.0
"FB006719";"2026-03-11";"G04990";515;"Room Service";79.0
"FB006720";"2026-03-09";"G04990";515;"Restaurant & Bar";50.0
"FB006721";"2026-03-09";"G04990";515;"Room Service";61.0
"FB006722";"2026-02-26";"G04991";408;"Restaurant & Bar";23.0
"FB006723";"2026-02-26";"G04991";408;"Restaurant & Bar";106.0
"FB006724";"2026-02-27";"G04991";408;"Breakfast";29.0
"FB006725";"2026-02-20";"G04992";108;"Restaurant & Bar";65.0
